#
#,"DISCLAIMER OF WARRANTIES: Sanvean works hard to furnish customers with"
#,"accurate information, interpretations, and other data (collectively, 'Data')"
#,"that are part of, and incident to, the services provided.  However, Sanvean"
#,"cannot and does not guarantee the accuracy of the Data. All Data provided by"
#,"Sanvean are provided 'As Is' and 'as Available' for the customer's use.  All"
#,"Data provided by Sanvean is provided without warranties of any kind, either"
#,"express or implied, including, but not limited to, implied warranties of"
#,"merchantability, fitness for a particular purpose, or non-infringement."
#,"Further, without in any way limiting the foregoing disclaimers, Sanvean"
#,"cannot and does not warrant that Data furnished by Sanvean is or will be"
#,"accurate, complete, current, or reliable, that the functions and operation of"
#,"the Data will be uninterrupted, free of error, or available at any particular"
#,"time or location, that defects in the Data will be corrected, or that the"
#,"Data or the server that makes the Data available is free of viruses or other"
#,"harmful components."
#
#,"UNDER NO CIRCUMSTANCES SHOULD ANY OF THE DATA BE RELIED UPON AS THE SOLE"
#,"BASIS FOR ANY DRILLING, COMPLETION, PRODUCTION, OR FINANCIAL DECISION OR ANY"
#,"PROCEDURE INVOLVING ANY RISK TO THE SAFETY OF ANY DRILLING VENTURE, DRILLING"
#,"RIG, OR ITS CREW OR ANY OTHER THIRD PARTY. THE CUSTOMER HAS FULL"
#,"RESPONSIBILITY FOR ALL DRILLING COMPLETION AND PRODUCTION OPERATIONS."
#,"CUSTOMER'S USE OF THE DATA IS SOLELY AT THE CUSTOMER'S OWN RISK."
#
#,"LIMITATION OF LIABILITY.  IN NO EVENT WILL SANVEAN BE LIABLE FOR FAILURE BY"
#,"ANY PERSON, INCLUDING WITHOUT LIMITATION THE CUSTOMER, TO OBTAIN ANY"
#,"PARTICULAR RESULTS OR FOR DAMAGES RESULTING FROM THE USE OF THE DATA PROVIDED"
#,"BY SANVEAN, INCLUDING WITHOUT LIMITATION, LIABILITY FOR LOST REVENUES, LOST"
#,"PROFITS, LOSS OF BUSINESS, OR ANY CONSEQUENTIAL, INCIDENTAL, INDIRECT,"
#,"EXEMPLARY, SPECIAL, OR PUNITIVE DAMAGES, LOSS OR EXPENSES OF ANY KIND,"
#,"WHETHER SUCH LIABILITY IS ASSERTED ON THE BASIS OF STATUTE, CONTRACT, TORT"
#,"(INCLUDING NEGLIGENCE OR STRICT LIABILITY), OR OTHERWISE AND WHETHER OR NOT"
#,"FORESEEABLE, EVEN IF SANVEAN HAS BEEN ADVISED OR WAS AWARE OF THE POSSIBILITY"
#,"OF SUCH LOSS OR DAMAGES, AND EVEN IF THE RESULT, LOSS, INJURY, OR DAMAGES"
#,"WERE CAUSED BY OR CONTRIBUTED TO BY THE SOLE, JOINT, ACTIVE, OR PASSIVE,"
#,"NEGLIGENCE, GROSS NEGLIGENCE, STRICT LIABILITY, OR STATUTORY STRICT LIABILITY OF SANVEAN."
#
DateTime,SN2232_GyroXmax(RPM),SN2232_GyroXmin(RPM),SN2232_GyroXmed(RPM),SN2232_GyroXspread(RPM),SN2232_StickSlip(%),SN2232_Temperature(C),SN2232_ShXpeak(g),SN2232_ShXrms(g),SN2232_ShXmax(g),SN2232_ShYpeak(g),SN2232_ShYrms(g),SN2232_ShYmax(g),SN2232_ShZpeak(g),SN2232_ShZrms(g),SN2232_ShZmax(g),Surface_Hole Depth(ft),Surface_Bit Depth(ft),Surface_Rate Of Penetration(ft/hr),Surface_Weight on Bit(klbs),Surface_Top Drive RPM(RPM),Surface_Standpipe Pressure(psi),Surface_Flow In(GPM),Surface_Differential Pressure(psi),Surface_Convertible Torque(kft-lbs),Surface_Inclination(degrees),Surface_Azimuth(degrees),Surface_Gamma(API),Surface_Hook Load(klbs),Surface_Block Height(ft),Surface_Magnetic Toolface(degrees),Surface_Gravity Toolface(degrees),Surface_AutoDriller Diff Press SP(psi),Surface_AutoDriller On Bottom ROP Setpoint(ft/hr),Surface_AutoDriller WOB SP(klbs),Surface_DAS in Control(unitless),Surface_Interpolated TVD(ft)
2023/05/17 11:59:58.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 11:59:59.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:00.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:01.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:02.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:03.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:04.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:05.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:06.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:07.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:08.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:09.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:10.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:11.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:12.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:13.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:14.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:15.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:16.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:17.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:18.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:19.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:20.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:21.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:22.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:23.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:24.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:25.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:26.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:27.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:28.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:29.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:30.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:31.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:32.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:33.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:34.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:35.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:36.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:37.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:38.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:39.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:40.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:41.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:42.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:43.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:44.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:45.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:46.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:47.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:48.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:49.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:50.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:51.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:52.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:53.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:54.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:55.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:56.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:57.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:58.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:00:59.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:00.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:01.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:02.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:03.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:04.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:05.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:06.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:07.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:08.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:09.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:10.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:11.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:12.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:13.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:14.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:15.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:16.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:17.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:18.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:19.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:20.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:21.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:22.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:23.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:24.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:25.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:26.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:27.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:28.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:29.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:30.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:31.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:32.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:33.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:34.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:35.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:36.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:37.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:38.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:39.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:40.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:41.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:42.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:43.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:44.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:45.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:46.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:47.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:48.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:49.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:50.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:51.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:52.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:53.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:54.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:55.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:56.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:57.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:58.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:01:59.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:02:00.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:02:01.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
2023/05/17 12:02:02.000,,,,,,,,,,,,,,,,6545.82,6536.29,0,0,0.03,0,0,-1113.68,0,42.13,117.51,,43.2,202.35,103.29,303.25,1000,350,60,0,0
